HALL_bike_sum,WANDERING_bike_sum,SOUTHERN_SCH,SOUTHERN_SCH_GATE_AREA,NORTHERN_SCH,NORTHERN_SCH_GATE_AREA,DE_AREA,C_AREA,MALL_AREA,COLONY_AREA,timeStamp
4402,953,1866,206,622,51,583,247,118,13,2023-03-22-14-56
4183,893,1753,202,589,48,544,268,125,11,2023-03-22-15-09
3914,746,1675,193,584,48,487,293,121,8,2023-03-22-15-21
3903,781,1607,182,586,47,497,296,128,8,2023-03-22-15-33
4428,948,1840,189,574,47,592,335,128,11,2023-03-22-15-48
4378,910,1810,184,511,48,594,404,137,12,2023-03-22-16-03
4329,965,1672,160,438,42,589,504,152,9,2023-03-22-16-28
4137,805,1627,146,393,40,588,563,152,9,2023-03-22-16-41
4337,954,1592,141,351,35,627,644,158,11,2023-03-22-16-58
4456,1163,1337,124,386,32,642,753,160,15,2023-03-22-17-25
4316,1115,1329,129,388,54,680,628,158,18,2023-03-22-17-37
4279,1098,1349,132,391,54,594,669,157,21,2023-03-22-17-50
4249,1068,1371,129,419,55,587,633,156,15,2023-03-22-18-04
4305,779,1662,165,580,54,514,601,158,11,2023-03-22-18-23
4556,827,1785,168,730,56,483,562,164,5,2023-03-22-18-38
4543,899,1776,169,721,54,478,500,165,4,2023-03-22-18-53
4615,874,1800,167,725,56,496,554,161,5,2023-03-22-19-06
4413,831,1735,164,715,55,492,477,159,4,2023-03-22-19-19
4492,816,1794,172,711,54,515,494,158,4,2023-03-22-19-32
4373,806,1801,176,709,54,445,446,162,4,2023-03-22-19-46
4649,924,1802,183,716,54,550,486,166,5,2023-03-22-20-00
4133,861,1555,171,664,56,435,454,159,5,2023-03-22-20-12
4564,969,1653,173,703,56,669,403,159,8,2023-03-22-20-26
4574,1055,1519,144,614,54,745,471,161,9,2023-03-22-20-44
3918,1185,1212,123,352,43,469,531,159,10,2023-03-22-20-56
4456,1287,1175,100,299,16,985,530,164,16,2023-03-22-21-11
3990,1194,1079,88,278,13,673,582,168,16,2023-03-22-21-23
4218,1233,1035,83,295,12,915,550,169,21,2023-03-22-21-35
4035,1256,990,76,293,12,808,490,174,24,2023-03-22-21-46
4023,1253,962,65,274,10,819,518,172,25,2023-03-22-21-58
3570,929,888,63,309,39,616,617,176,35,2023-03-22-23-12
3592,1026,876,63,310,38,555,612,178,35,2023-03-22-23-23
3736,1101,876,63,314,41,710,520,180,35,2023-03-22-23-34
4686,1373,870,59,314,42,1241,676,178,34,2023-03-22-23-48
3599,1002,858,60,313,44,623,599,173,31,2023-03-22-23-59
